Picture_Number;Name_of_the_Artist;Date;Title;Epoch_Style;Category_Name;Width_original;Height_original;Width_unified;Height_unified;Position_Horizontal_Vertical;Subset_Rated_by_Everyone;All_Liking_M;All_Liking_SD;All_Valence_M;All_Valence_SD;All_Arousal_M;All_Arousal_SD;All_Visual_Complexity_M;All_Visual_Complexity_SD;All_Familiarity_M;All_Familiarity_SD;Female_Liking_M;Female_Liking_SD;Female_Valence_M;Female_Valence_SD;Female_Arousal_M;Female_Arousal_SD;Female_Visual_Complexity_M;Female_Visual_Complexity_SD;Female_Familiarity_M;Female_Familiarity_SD;Male_Liking_M;Male_Liking_SD;Male_Valence_M;Male_Valence_SD;Male_Arousal_M;Male_Arousal_SD;Male_Visual_Complexity_M;Male_Visual_Complexity_SD;Male_Familiarity_M;Male_Familiarity_SD;Source
20202;Gentileschi, Orazio;1620;Portrait of a Young Woman as a Sibyl;Baroque and Rococo ;Portrait;1421;1600;1063;1200;v;0;3,65;1,4965;4,05;0,8256;3,7;1,0809;3,95;1,356;1,5;1;4;1,6997;4;0,9428;4,2;0,9189;3,8;1,135;2;1,2472;3,3;1,2517;4,1;0,7379;3,2;1,0328;4,1;1,595;1;0;http://library.artstor.org
20203;Honthorst van, Gerrit;1625;Smiling Girl, a Courtesan, Holding an Obscene;Baroque and Rococo ;Portrait;1264;1600;948;1200;v;0;4,05;1,4681;4,3;1,2607;4,35;1,1367;4,35;0,988;1,4;0,9947;4,364;1,0269;4,727;1,2721;4,091;1,1362;4,36;0,809;1,455;1,0357;3,667;1,8708;3,778;1,0929;4,667;1,118;4,33;1,225;1,333;1;http://library.artstor.org
20204;Hals, Frans;1626;The Gypsy Girl (La Bohémienne);Baroque and Rococo ;Portrait;1411;1600;1045;1200;v;0;3,3;1,3018;3,75;1,4096;4,2;0,8944;3,4;1,188;1,25;0,6387;3,5;1,0801;3,9;1,5951;4,3;1,0593;3,3;1,418;1,5;0,8498;3,1;1,5239;3,6;1,2649;4,1;0,7379;3,5;0,972;1;0;http://library.artstor.org
20205;Hals, Frans;1626-28;Young Man holding a Skull (Vanitas);Baroque and Rococo ;Portrait;1404;1600;1053;1200;v;0;3,7;1,3416;3,2;1,0563;3,95;1,2344;3,65;1,182;1,45;1,2763;3,4;1,075;3;1,0541;3,8;1,2293;3,5;1,509;1,9;1,7288;4;1,5635;3,4;1,075;4,1;1,2867;3,8;0,789;1;0;http://library.artstor.org
20206;Hals, Frans;1628-30;The Mulatto - Mr. Peeckelhaering;Baroque and Rococo ;Portrait;1254;1600;940;1200;v;0;3,05;1,3945;3,65;1,3485;4,1;1,3338;3,15;1,089;1,15;0,4894;2,7;1,567;3,2;1,5492;4,4;1,075;3;0,816;1,3;0,6749;3,4;1,1738;4,1;0,9944;3,8;1,5492;3,3;1,337;1;0;http://library.artstor.org
20207;Rijn van, Rembrandt;1660;Self-Portrait;Baroque and Rococo ;Portrait;1348;1600;1011;1200;v;0;3,55;1,4681;3,4;1,1877;3,6;0,9947;3,9;1,41;2,1;1,7741;3,2;1,1353;2,9;0,8756;3,5;0,9718;3,8;1,549;2,6;2,1187;3,9;1,7288;3,9;1,2867;3,7;1,0593;4;1,333;1,6;1,2649;http://library.artstor.org
20208;Rubens, Peter Paul;1612-13;Dying Seneca;Baroque and Rococo ;Portrait;1226;1600;915;1200;v;0;3,75;1,7733;3,15;1,268;3,6;1,729;3,65;1,268;1,75;1,5853;3,667;1,9365;2,667;1,4142;3,556;1,8105;3,78;1,481;1;0;3,818;1,7215;3,545;1,0357;3,636;1,7477;3,55;1,128;2,364;1,9633;http://library.artstor.org
20209;Rubens, Peter Paul;1620s;Portrait of a Woman, Probably Susanna Lunden;Baroque and Rococo ;Portrait;1251;1600;917;1200;v;0;2,9;1,3727;3,35;0,9881;3,65;1,2258;3,6;1,569;1,75;1,5517;3,7;1,2517;3,4;1,1738;3,9;1,3703;4,1;1,449;2,1;1,9692;2,1;0,9944;3,3;0,8233;3,4;1,075;3,1;1,595;1,4;0,9661;http://library.artstor.org
20210;Bray de, Salomon;1636;Samson with the Jawbone;Baroque and Rococo ;Portrait;1310;1600;982;1200;v;1;3,017;1,378;2,7;0,9839;4,158;1,1449;3,75;1,245;1,692;1,4655;2,733;1,287;2,45;0,9464;4,167;1,0112;3,72;1,075;1,967;1,6669;3,3;1,4178;2,95;0,9642;4,15;1,2733;3,78;1,403;1,417;1,1831;http://library.artstor.org
20211;Vermeer, Jan;1665;Das Mädchen mit dem Perlenohrgehänge;Baroque and Rococo ;Portrait;1367;1600;1025;1200;v;0;5,15;1,5652;4,6;0,7539;2,95;1,3563;3,65;1,137;4,4;2,9806;5,273;1,4206;4,545;0,6876;2,455;1,1282;3,18;0,874;4,818;3,0271;5;1,8028;4,667;0,866;3,556;1,424;4,22;1,202;3,889;3,0185; 
20212;Ribera de, Jusepe;1630;Archimedes;Baroque and Rococo ;Portrait;1024;1600;768;1200;v;0;3,9;1,7741;3,25;1,6182;4,15;1,1821;4;1,026;1,05;0,2236;3,7;1,7029;3,1;1,5239;4,7;0,8233;3,9;1,101;1,1;0,3162;4,1;1,912;3,4;1,7764;3,6;1,2649;4,1;0,994;1;0;http://library.artstor.org
20213;Ribera de, Jusepe;1640-41;Penitent Mary Magdalene (Mary Magdalene in Prayer);Baroque and Rococo ;Portrait;1227;1600;920;1200;v;0;3,95;1,7313;2,45;1,191;3,7;1,4903;4;1,214;1,5;1,1002;3,778;1,4814;2,444;1,5092;3,222;1,4814;4,33;1,225;1,556;1,0138;4,091;1,9725;2,455;0,9342;4,091;1,446;3,73;1,191;1,455;1,2136;http://library.artstor.org
20214;Ribera de, Jusepe;1651;Saint Mary of Egypt;Baroque and Rococo ;Portrait;1271;1600;953;1200;v;0;4,25;1,5853;3,25;1,4096;3,4;1,5355;4,5;1,469;1,9;1,619;4,1;1,4491;2,8;1,1353;3,6;1,1738;4,3;1,494;2,7;2,0028;4,4;1,7764;3,7;1,567;3,2;1,8738;4,7;1,494;1,1;0,3162;http://library.artstor.org
20215;Murillo, Bartolomé Esteban;1670-80;A Peasant Boy leaning on a Sill;Baroque and Rococo ;Portrait;1188;1600;887;1200;v;0;3,85;1,5652;4,55;0,9445;3,15;1,387;3,35;1,268;1,4;0,9947;4,4;1,5776;4,8;1,2293;3,5;0,7071;3;1,247;1,3;0,6749;3,3;1,4181;4,3;0,483;2,8;1,8135;3,7;1,252;1,5;1,2693;http://library.artstor.org
20216;Ribera de, Jusepe;1642;The Clubfooted Boy;Baroque and Rococo ;Portrait;902;1600;676;1200;v;0;3,4;1,818;3,95;1,1459;3,95;1,099;3,3;1,418;1,2;0,8944;3,182;1,6011;4;1,2649;3,818;1,0787;3;1,414;1;0;3,667;2,1213;3,889;1,0541;4,111;1,1667;3,67;1,414;1,444;1,3333;http://library.artstor.org
20217;Velazquez, Diego;1630-33;Bildnis einer Dame;Baroque and Rococo ;Portrait;1309;1600;982;1200;v;0;2,95;1,3563;3,7;1,0809;3,2;1,2397;3,15;1,348;1,65;1,4609;3;1,4907;3,5;1,0801;3,4;0,9661;3,4;1,265;2;1,9437;2,9;1,2867;3,9;1,1005;3;1,4907;2,9;1,449;1,3;0,6749;http://library.artstor.org
20218;Velazquez, Diego;1650;Juan de Pareja (born about 1610, died 1670);Baroque and Rococo ;Portrait;1374;1600;1017;1200;v;0;3,15;1,4965;3,9;0,7182;2,95;0,9445;3,05;1,605;1,1;0,4472;3;1,5811;3,778;0,441;2,889;0,928;2,78;1,563;1;0;3,273;1,4894;4;0,8944;3;1;3,27;1,679;1,182;0,603;http://library.artstor.org
20219;Velazquez, Diego;1644;The Court Jester Don Sebastian de Morra Bufón;Baroque and Rococo ;Portrait;1197;1600;898;1200;v;0;4,15;1,268;3,95;1,191;3,75;1,0699;3,6;1,095;1,4;1,3534;4,2;1,0328;3,8;1,2293;4,2;1,0328;3,4;1,265;1,2;0,4216;4,1;1,5239;4,1;1,1972;3,3;0,9487;3,8;0,919;1,6;1,8974;http://commons.wikimedia.org/wiki/File:Vel%C3%A1zquez_%E2%80%93_Buf%C3%B3n_don_Sebasti%C3%A1n_de_Morra_%28Museo_del_Prado,_c._1645%29.jpg
20220;Chardin, Jean Siméon;1775;Portrait of Madame Chardin (Françoise Marguerite Pouget, deuxi?me femme de l'artiste);Baroque and Rococo ;Portrait;1304;1600;978;1200;v;0;3,9;1,2937;4,25;0,9665;2,55;1,1459;3,55;1,234;1,8;1,4364;4;1,1832;4,182;0,8739;2,636;0,9244;3,64;1,206;2,091;1,5136;3,778;1,4814;4,333;1,118;2,444;1,424;3,44;1,333;1,444;1,3333;http://library.artstor.org
20221;Chardin, Jean Siméon;1775;Self Portrait;Baroque and Rococo ;Portrait;1315;1600;983;1200;v;0;3,75;1,3717;3,85;1,0894;3,65;0,9881;3,25;1,209;1,45;1,3945;4,3;1,4944;4,3;1,0593;3,6;0,6992;3,3;1,567;1,7;1,8886;3,2;1,0328;3,4;0,9661;3,7;1,2517;3,2;0,789;1,2;0,6325;http://library.artstor.org
20222;Tour de la, Georges;unknown;Self Portrait;Baroque and Rococo ;Portrait;1337;1600;972;1200;v;0;3,2;1,6733;4,15;1,1367;3,25;1,4824;3,1;1,447;1,55;1,2344;3,9;1,792;4,1;1,5239;3,5;1,5811;3,9;1,101;1,8;1,4757;2,5;1,2693;4,2;0,6325;3;1,4142;2,3;1,337;1,3;0,9487;http://library.artstor.org
20223;Fragonard, Jean-Honoré;1769;Author Denis Diderot;Baroque and Rococo ;Portrait;1269;1600;952;1200;v;0;2,9;1,3727;3,8;0,9515;3,05;1,0501;3,3;1,38;1,3;0,9787;2,667;1,2247;3,889;0,928;3;1,118;3;1,225;1,222;0,6667;3,091;1,5136;3,727;1,009;3,091;1,0445;3,55;1,508;1,364;1,206;http://library.artstor.org
20224;Fragonard, Jean-Honoré;1769;Monsieur de la Breteche, Brother of the Abbot of Saint-Non;Baroque and Rococo ;Portrait;1266;1600;950;1200;v;0;3;1,1239;3,6;0,8826;3,5;1,1471;4,35;1,089;1,35;0,8127;3;1,1547;3,5;0,9718;3,6;1,075;4,1;0,876;1,6;1,075;3;1,1547;3,7;0,8233;3,4;1,2649;4,6;1,265;1,1;0,3162;http://library.artstor.org
20225;Fragonard, Jean-Honoré;1769;Study;Baroque and Rococo ;Portrait;1295;1600;971;1200;v;0;4,2;1,5079;4,55;1,099;3,35;1,0894;4,15;1,268;2,05;1,5381;4,5;1,354;4,8;1,1353;3,3;0,9487;4,2;1,398;2,1;1,6633;3,9;1,6633;4,3;1,0593;3,4;1,2649;4,1;1,197;2;1,4907;http://library.artstor.org
20226;Nattier, Jean-Marc;1754;Elizabeth, Countess of Warwick;Baroque and Rococo ;Portrait;1277;1600;953;1200;v;0;3,75;1,4824;4,35;1,04;3,2;1,105;3,45;1,317;1,75;1,713;3,909;1,446;4,273;0,9045;3,091;0,8312;3,18;1,168;1,818;1,5374;3,556;1,5899;4,444;1,236;3,333;1,4142;3,78;1,481;1,667;2;http://library.artstor.org
20227;Carriera, Rosalba;1730-31;Gustavus Hamilton (1710-1746), Second Viscount Boyne, in Masquerade Costume;Baroque and Rococo ;Portrait;1304;1600;968;1200;v;0;3,75;1,4096;3,95;0,887;3,45;1,1459;3,55;1,468;1,3;1,3416;3,4;1,5055;3,9;1,1005;3,2;1,3166;3,4;1,578;1,6;1,8974;4,1;1,2867;4;0,6667;3,7;0,9487;3,7;1,418;1;0;http://library.artstor.org
20228;Gainsborough, Thomas;1774-1784;Portrait of Mrs. Gainsborough;Baroque and Rococo ;Portrait;1326;1600;989;1200;v;0;4,2;1,4726;3,8;0,8335;3,05;1,0501;3,85;1,268;1,6;0,9947;4,5;1,6499;4,1;0,5676;3,4;1,2649;3,7;1,337;1,9;0,9944;3,9;1,2867;3,5;0,9718;2,7;0,6749;4;1,247;1,3;0,9487;http://library.artstor.org
20229;Gainsborough, Thomas;1784;Mrs. Fitzherbert;Baroque and Rococo ;Portrait;1323;1600;986;1200;v;0;4;1,8064;4;1,026;3,3;1,2183;3,65;1,348;1,4;1,1425;3,889;1,6159;4,333;0,866;3,222;0,6667;3,67;1,323;1,667;1,6583;4,091;2,0226;3,727;1,1037;3,364;1,5667;3,64;1,433;1,182;0,4045;http://library.artstor.org
20230;Gainsborough, Thomas;1770-1774;The Rev. Humphry Gainsborough;Baroque and Rococo ;Portrait;1328;1600;982;1200;v;0;3,45;1,5035;3,85;0,9333;2,75;1,118;3,2;1,473;2,1;1,7137;3,9;1,2867;4;0,8165;2,9;0,7379;3,3;1,252;2,4;1,7764;3;1,633;3,7;1,0593;2,6;1,4298;3,1;1,729;1,8;1,6865;http://library.artstor.org
20231;Hogarth, William;1735;Self Portrait;Baroque and Rococo ;Portrait;1490;1600;1116;1200;v;0;3,15;0,9333;3,85;0,3663;3,25;1,2085;3,15;1,182;1,8;1,4726;2,8;0,7888;3,9;0,3162;3,1;0,8756;2,8;1,135;1,8;1,2293;3,5;0,9718;3,8;0,4216;3,4;1,5055;3,5;1,179;1,8;1,7512;http://library.artstor.org
20232;Reynolds, Joshua;1760-65;Portrait of a Young Lady;Baroque and Rococo ;Portrait;1335;1600;992;1200;v;0;4,05;1,7313;4,2;0,8335;3,25;1,4824;3,6;1,429;2,1;1,8325;4,6;1,5055;4,5;0,8498;3,7;1,4944;3,8;1,619;2,9;2,1833;3,5;1,8409;3,9;0,7379;2,8;1,3984;3,4;1,265;1,3;0,9487;http://library.artstor.org
20233;Reynolds, Joshua;1775;Self Portrait;Baroque and Rococo ;Portrait;1290;1600;968;1200;v;0;2,7;1,0809;3,5;0,7609;3;0,8584;3,05;1,276;2,05;1,4318;2,8;1,1353;3,7;0,8233;3,3;0,8233;2,9;1,197;2,2;1,4757;2,6;1,075;3,3;0,6749;2,7;0,8233;3,2;1,398;1,9;1,4491;http://library.artstor.org
20301;Courbet, Gustave;1861;Monsieur Suisse;Idealistic tendencies;Portrait;1308;1600;955;1200;v;0;4,15;1,3089;3,65;0,8751;3,6;1,667;3,55;1,605;1,65;1,2258;4,4;1,1738;3,8;0,9189;4,4;1,2649;4,1;1,663;2;1,4142;3,9;1,4491;3,5;0,8498;2,8;1,6865;3;1,414;1,3;0,9487;http://library.artstor.org
20302;Courbet, Gustave;1865;The Philosopher Pierre-Joseph Prudhon;Idealistic tendencies;Portrait;1218;1600;909;1200;v;0;3,9;1,6512;3,9;0,6407;3,25;0,8507;3,35;1,137;2,4;1,875;3,7;1,6364;3,8;0,6325;3;0,6667;3,5;1,08;3;2,2111;4,1;1,7288;4;0,6667;3,5;0,9718;3,2;1,229;1,8;1,3166;http://library.artstor.org
20303;Delacroix, Eug?ne;1824;Head of an Old Woman;Idealistic tendencies;Portrait;1254;1600;941;1200;v;0;4,4;1,3139;3,15;0,8751;3,95;1,5381;3,35;1,182;1,7;1,8382;4,7;0,9487;3,1;0,8756;4,2;1,6193;3,6;1,506;1,8;1,8738;4,1;1,5951;3,2;0,9189;3,7;1,4944;3,1;0,738;1,6;1,8974;http://library.artstor.org
20304;Delacroix, Eug?ne;1835;Madame Henri François Riesener (Félicité Longrois, 1786-1847);Idealistic tendencies;Portrait;1297;1600;970;1200;v;0;3,35;1,6311;3,9;0,7881;3,2;1,2814;3,7;1,302;1,35;0,9333;3,909;1,3003;3,818;0,603;3,273;1,6181;3,64;1,027;1,545;1,2136;2,667;1,8028;4;1;3,111;0,7817;3,78;1,641;1,111;0,3333;http://library.artstor.org
20305;Delacroix, Eug?ne;1835;Portrait of Léon Riesener;Idealistic tendencies;Portrait;1287;1600;942;1200;v;0;4,5;1,1471;4,45;0,5104;3,4;0,9403;3,8;1,322;1,45;0,9987;4,909;0,9439;4,545;0,5222;3,636;1,0269;3,73;1,191;1,455;1,0357;4;1,2247;4,333;0,5;3,111;0,7817;3,89;1,537;1,444;1,0138;http://library.artstor.org
20306;Delacroix, Eug?ne;1837;Self-Portrait;Idealistic tendencies;Portrait;1314;1600;986;1200;v;0;3,8;1,7045;3,75;0,6387;3,35;1,1367;3,35;1,137;1,8;1,5424;3,667;1,7321;3,667;0,7071;3,222;1,2019;3,56;1,13;1,778;1,5635;3,909;1,7581;3,818;0,603;3,455;1,1282;3,18;1,168;1,818;1,6011;http://library.artstor.org
20307;Gericault,  Théodore;1820;Woman with Gambling Mania;Idealistic tendencies;Portrait;1314;1600;972;1200;v;0;4,25;1,4824;3,35;1,2258;3,45;1,2344;3,95;1,356;1,75;1,7434;4,3;1,4944;3,4;0,9661;2,9;0,8756;3,6;1,35;2,1;2,1318;4,2;1,5492;3,3;1,4944;4;1,3333;4,3;1,337;1,4;1,2649;http://library.artstor.org
20308;Gericault,  Théodore;1820-24;Portrait of a Kleptomaniac (Portrait d' un Kleptomaniac);Idealistic tendencies;Portrait;1328;1600;989;1200;v;0;4,15;1,268;3,5;0,7609;2,95;0,9987;3;1,257;1,9;1,5183;4;1,5635;3,4;0,8433;3,1;1,1005;2,9;1,524;2,5;1,7795;4,3;0,9487;3,6;0,6992;2,8;0,9189;3,1;0,994;1,3;0,9487;http://library.artstor.org
20309;Gericault,  Théodore;1822-23;Portrait of a Black Man (Portrait of a Negro);Idealistic tendencies;Portrait;1316;1600;987;1200;v;0;5,15;1,2258;3,85;1,1367;3,9;1,3727;3,5;1,235;1,15;0,3663;5,4;1,1738;3,9;0,7379;4,2;1,1353;3,3;1,16;1,2;0,4216;4,9;1,2867;3,8;1,4757;3,6;1,5776;3,7;1,337;1,1;0,3162;http://library.artstor.org
20310;Gericault,  Théodore;unknown;Old Italian Peasant Woman;Idealistic tendencies;Portrait;1278;1600;958;1200;v;0;3,65;1,7554;3,3;1,1743;3,55;1,3169;3,5;1,277;1,45;1,2344;3,6;1,8974;3,2;1,2293;3,7;1,0593;3,3;1,059;1,7;1,6364;3,7;1,7029;3,4;1,1738;3,4;1,5776;3,7;1,494;1,2;0,6325;http://library.artstor.org
20311;Goya de, Francisco José;1815;Self-Portrait;Idealistic tendencies;Portrait;1346;1600;1009;1200;v;0;3,45;1,2763;3,7;0,5712;2,8;1,3219;2,95;1,538;1,55;1,2344;3,222;1,3017;3,667;0,7071;2,889;1,3642;2,89;1,537;1;0;3,636;1,2863;3,727;0,4671;2,727;1,3484;3;1,612;2;1,5492;http://library.artstor.org
20312;Goya de, Francisco José;1820;Tiburcio Pérez y Cuervo, the Architect;Idealistic tendencies;Portrait;1259;1600;938;1200;v;0;3,85;1,6311;4,05;1,2344;2,8;1,105;3;1,298;1,3;0,8013;4;1,6997;4;1,3333;3,1;0,9944;3,1;1,101;1,1;0,3162;3,7;1,6364;4,1;1,1972;2,5;1,1785;2,9;1,524;1,5;1,0801;http://library.artstor.org
20313;Goya de, Francisco José;1825-27;Milkmaid of Bordeaux;Idealistic tendencies;Portrait;1457;1600;1088;1200;v;1;3,808;1,416;3,917;0,846;3,158;1,1302;3,49;1,195;1,4;1,0158;3,867;1,4897;3,867;0,7241;3,117;1,043;3,43;1,212;1,567;1,1255;3,75;1,3483;3,967;0,9561;3,2;1,2185;3,55;1,185;1,233;0,8707;http://library.artstor.org
20401;Corot, Camille;1835;Portrait of a Child;Realistic tendencies I. (19th century);Portrait;1170;1600;878;1200;v;0;3,7;1,3803;3,7;0,9787;3,5;1,2354;2,8;1,361;1,25;0,7164;3,7;1,0593;3,8;0,9189;3,5;1,4337;2,9;1,287;1,5;0,9718;3,7;1,7029;3,6;1,075;3,5;1,0801;2,7;1,494;1;0;http://library.artstor.org
20314;Ingres, Jean-Auguste-Dominique;1832;Publisher Louis François Bertin;Idealistic tendencies;Portrait;1287;1600;965;1200;v;0;3,65;1,4609;4;0,6489;2,85;1,3089;3,65;1,599;1,25;0,9105;3,667;1,4142;4,222;0,6667;2,778;0,9718;3,33;1,581;1,111;0,3333;3,636;1,5667;3,818;0,603;2,909;1,5783;3,91;1,64;1,364;1,206;http://library.artstor.org
20402;Courbet, Gustave;1845;Desperated Man;Realistic tendencies I. (19th century);Portrait;1500;1228;1466;1200;h;0;5,2;1,3992;3,9;1,3338;5,45;0,9987;4,15;1,424;2;2,0261;5,545;1,5725;4,091;1,3003;5,545;1,1282;4,27;1,348;1,909;1,9212;4,778;1,0929;3,667;1,4142;5,333;0,866;4;1,581;2,111;2,2608; 
20403;Millet, Jean-François;1841;Louise-Antoinette Feuardent;Realistic tendencies I. (19th century);Portrait;1310;1600;975;1200;v;0;4,3;1,1286;4,1;1,0712;3,05;1,099;3,35;1,424;2,3;1,9762;4,6;1,075;4;1,0541;2,8;0,7888;3,4;1,897;2,7;2,0575;4;1,1547;4,2;1,1353;3,3;1,3375;3,3;0,823;1,9;1,912;http://library.artstor.org
20404;Decker, Joseph;1885;The Genius;Realistic tendencies I. (19th century);Portrait;3067;4000;920;1200;v;0;3;1,556;3,45;0,7592;3,35;0,7452;3,6;1,465;1,5;1,4327;2,3;1,2517;3,2;0,7888;3,3;0,8233;3,4;1,35;2;1,9437;3,7;1,567;3,7;0,6749;3,4;0,6992;3,8;1,619;1;0;http://library.artstor.org
20405;Eakins, Thomas;1882;The Writing Master;Realistic tendencies I. (19th century);Portrait;4000;3508;1368;1200;h;0;4,85;1,387;4,55;0,8256;2,8;1,3611;3,95;1,669;1,6;1,1877;5;1,5635;4,8;0,7888;2,9;1,4491;3,9;1,853;1,7;1,3375;4,7;1,2517;4,3;0,8233;2,7;1,3375;4;1,563;1,5;1,0801;http://library.artstor.org
20501;Degas, Edgar;1875;Duchess of Montejasi;Impressionistic tendencies;Portrait;1275;1600;956;1200;v;0;2,95;1,3563;3;0,9177;2,95;1,3945;3,3;1,031;1,2;0,6959;3,111;1,3642;3;1,118;2,556;1,1304;3,11;1,167;1,333;1;2,818;1,4013;3;0,7746;3,273;1,5551;3,45;0,934;1,091;0,3015;http://library.artstor.org
20502;Caillebotte, Gustave;1889;Self-Portrait;Impressionistic tendencies;Portrait;1258;1600;943;1200;v;0;4,25;1,0195;3,85;0,5871;3,45;1,191;3,15;1,348;1,55;1,2763;4,2;1,1353;4;0,4714;3,7;1,2517;3;1,633;1,6;0,9661;4,3;0,9487;3,7;0,6749;3,2;1,1353;3,3;1,059;1,5;1,5811;http://library.artstor.org
20503;Manet, Édouard;1876;Stéphane Mallarmé;Impressionistic tendencies;Portrait;2092;1600;1569;1200;h;0;4,05;1,3169;4,4;0,8208;3,5;1,7014;3,45;1,099;1,95;1,7313;3,667;1,5;4,222;0,6667;3,111;1,9003;3,33;1,225;2;1,5811;4,364;1,1201;4,545;0,9342;3,818;1,5374;3,55;1,036;1,909;1,9212;http://library.artstor.org
20504;Monet, Claude;1886;Portrait of Poly (Francois Guillaume);Impressionistic tendencies;Portrait;1164;1600;873;1200;v;0;3,5;1,539;3,75;1,2927;3,7;1,4179;3,3;1,174;1,1;0,3078;3,4;2,0111;3,9;1,6633;3,9;1,5239;3,1;1,37;1,2;0,4216;3,6;0,9661;3,6;0,8433;3,5;1,354;3,5;0,972;1;0;http://library.artstor.org
20505;Morisot, Berthe;1879;Young Woman in Evening Dress;Impressionistic tendencies;Portrait;1215;1600;901;1200;v;0;4,4;1,818;4,45;0,9445;3,4;0,9947;4,15;1,226;2,05;1,6694;5,5;1,1785;4,7;0,8233;3,6;0,6992;4,2;1,033;2,7;2,0028;3,3;1,7029;4,2;1,0328;3,2;1,2293;4,1;1,449;1,4;0,9661;http://library.artstor.org
20506;Renoir, Pierre-Auguste;1872;Camille Monet;Impressionistic tendencies;Portrait;1321;1600;979;1200;v;0;3;1,3765;3,95;0,7592;3,5;1,2354;3,15;1,089;1,75;1,2927;3,4;1,7127;4,3;0,8233;3,5;1,4337;2,9;0,738;2,3;1,567;2,6;0,8433;3,6;0,5164;3,5;1,0801;3,4;1,35;1,2;0,6325;http://library.artstor.org
20507;Renoir, Pierre-Auguste;1876;Portrait of Madame Alphonse Daudet;Impressionistic tendencies;Portrait;1293;1600;970;1200;v;0;4,1;1,3338;4,35;0,8751;3,55;1,191;3,95;0,945;2,4;2,0365;4,273;1,009;4,455;0,9342;3,182;1,0787;4;1;2,273;1,5551;3,889;1,6915;4,222;0,8333;4;1,2247;3,89;0,928;2,556;2,6034;http://library.artstor.org
20508;Renoir, Pierre-Auguste;1876-77;First Portrait of Madame Georges Charpentier;Impressionistic tendencies;Portrait;1312;1600;976;1200;v;0;4,1;1,4473;4,4;0,9947;3,1;0,9679;4,2;1,196;2,05;1,7006;3,7;1,4181;4,3;1,1595;2,6;0,8433;4,1;1,524;2,3;2,0575;4,5;1,4337;4,5;0,8498;3,6;0,8433;4,3;0,823;1,8;1,3166;http://library.artstor.org
20509;Renoir, Pierre-Auguste;1877;Hyacinthe-Eug?ne Meunier (1841-1906), Called Eug?ne Murer;Impressionistic tendencies;Portrait;1324;1600;965;1200;v;0;4,4;1,0954;4,75;0,7164;3,25;1,3717;4,05;1,099;2,15;1,7554;4,545;0,9342;4,545;0,6876;2,727;1,009;3,91;1,044;2,182;1,7787;4,222;1,3017;5;0,7071;3,889;1,5366;4,22;1,202;2,111;1,8333;http://library.artstor.org
20601;Luce, Maximilien Jules;1898;Henri Edmond Cross;Postimpressionistic tendencies;Portrait;1291;1600;968;1200;v;0;4,05;1,3563;3,95;0,6863;3,7;1,2183;3,6;1,273;2,05;1,6376;4,2;1,3166;3,8;0,6325;4,5;0,527;3,4;1,174;2,6;1,8379;3,9;1,4491;4,1;0,7379;2,9;1,1972;3,8;1,398;1,5;1,2693;http://library.artstor.org
20602;Cousturier, Lucie;1905-1910;Self-Portrait;Postimpressionistic tendencies;Portrait;1208;1600;902;1200;v;0;3,2;1,4726;3,9;1,0208;3,65;1,268;3,55;1,356;1,75;1,2927;3,6;1,5776;4;0,8165;3,9;1,1005;3,6;1,35;2,4;1,5776;2,8;1,3166;3,8;1,2293;3,4;1,4298;3,5;1,434;1,1;0,3162;http://library.artstor.org
20603;Pissarro, Camille;1893;Woman with the Green Headscarf;Postimpressionistic tendencies;Portrait;1312;1600;984;1200;v;0;3,75;1,2927;4,35;0,9333;3,55;1,3945;4,75;1,251;2,05;1,7911;3,727;0,9045;4,273;0,4671;3,182;1,328;4,64;1,206;2,455;2,0671;3,778;1,7159;4,444;1,3333;4;1,4142;4,89;1,364;1,556;1,3333;http://library.artstor.org
20604;Rysselberghe van, Théo;1896;Paul Signac Aboard His Sailboat;Postimpressionistic tendencies;Portrait;1931;1600;1448;1200;h;0;4,8;1,5079;4,9;0,9119;2,95;1,1459;3,95;1,395;2,25;2,2449;5,3;1,3375;5,1;0,8756;2,8;1,1353;3,9;1,287;2,3;2,3118;4,3;1,567;4,7;0,9487;3,1;1,1972;4;1,563;2,2;2,2998;http://library.artstor.org
20605;Signac, Paul;1893;Woman with a Parasol;Postimpressionistic tendencies;Portrait;1271;1600;953;1200;v;0;4,65;1,6311;4,5;1,1471;3,6;1,4654;3,95;1,432;1,5;1,1471;4,7;1,8886;4,4;1,2649;3,1;1,6633;3,7;1,767;1,4;0,9661;4,6;1,4298;4,6;1,075;4,1;1,1005;4,2;1,033;1,6;1,3499;http://library.artstor.org
20606;Gogh van, Vincent;1887;Self-portrait with a Straw Hat (verso The Potato Peeler);Postimpressionistic tendencies;Portrait;1267;1600;950;1200;v;0;4,25;1,4464;4,4;0,9403;4,15;1,6631;4,05;1,191;5,4;2,2337;4,222;1,5635;4,333;1,118;3,444;1,6667;4;1,414;5,778;2,048;4,273;1,4206;4,455;0,8202;4,727;1,4894;4,09;1,044;5,091;2,4271;http://library.artstor.org
